Time,Bar,Central_Column,Salad_Bar,Hot_Counter,Pizza_Counter
13/04/2022 09:36,357 ppm,361 ppm,365 ppm,361 ppm,366 ppm
13/04/2022 09:38,366 ppm,366 ppm,366 ppm,367 ppm,364 ppm
13/04/2022 09:40,360 ppm,363 ppm,397 ppm,365 ppm,358 ppm
13/04/2022 09:42,360 ppm,363 ppm,400 ppm,357 ppm,363 ppm
13/04/2022 09:44,364 ppm,364 ppm,368 ppm,357 ppm,368 ppm
13/04/2022 09:46,363 ppm,366 ppm,381 ppm,366 ppm,368 ppm
13/04/2022 09:48,362 ppm,357 ppm,383 ppm,365 ppm,372 ppm
13/04/2022 09:50,362 ppm,357 ppm,400 ppm,365 ppm,363 ppm
13/04/2022 09:52,358 ppm,367 ppm,363 ppm,361 ppm,365 ppm
13/04/2022 09:54,360 ppm,361 ppm,384 ppm,368 ppm,370 ppm
13/04/2022 09:56,356 ppm,367 ppm,359 ppm,362 ppm,359 ppm
13/04/2022 09:58,360 ppm,366 ppm,384 ppm,362 ppm,361 ppm
13/04/2022 10:00,359 ppm,372 ppm,386 ppm,364 ppm,361 ppm
13/04/2022 10:02,363 ppm,386 ppm,385 ppm,366 ppm,398 ppm
13/04/2022 10:04,363 ppm,388 ppm,357 ppm,357 ppm,538 ppm
13/04/2022 10:06,357 ppm,365 ppm,368 ppm,361 ppm,528 ppm
13/04/2022 10:08,359 ppm,360 ppm,368 ppm,361 ppm,451 ppm
13/04/2022 10:10,362 ppm,356 ppm,372 ppm,364 ppm,392 ppm
13/04/2022 10:12,360 ppm,364 ppm,364 ppm,365 ppm,356 ppm
13/04/2022 10:14,360 ppm,364 ppm,365 ppm,362 ppm,364 ppm
13/04/2022 10:16,360 ppm,367 ppm,370 ppm,364 ppm,366 ppm
13/04/2022 10:18,367 ppm,356 ppm,373 ppm,363 ppm,363 ppm
13/04/2022 10:20,364 ppm,365 ppm,364 ppm,366 ppm,360 ppm
13/04/2022 10:22,359 ppm,364 ppm,360 ppm,367 ppm,365 ppm
13/04/2022 10:24,365 ppm,359 ppm,358 ppm,365 ppm,366 ppm
13/04/2022 10:26,358 ppm,365 ppm,365 ppm,365 ppm,367 ppm
13/04/2022 10:28,366 ppm,366 ppm,358 ppm,364 ppm,362 ppm
13/04/2022 10:30,366 ppm,366 ppm,358 ppm,364 ppm,362 ppm
13/04/2022 10:32,364 ppm,357 ppm,364 ppm,357 ppm,358 ppm
13/04/2022 10:34,361 ppm,361 ppm,398 ppm,357 ppm,358 ppm
13/04/2022 10:36,364 ppm,363 ppm,366 ppm,367 ppm,392 ppm
13/04/2022 10:38,362 ppm,364 ppm,365 ppm,366 ppm,408 ppm
13/04/2022 10:40,363 ppm,358 ppm,380 ppm,358 ppm,819 ppm
13/04/2022 10:42,359 ppm,359 ppm,372 ppm,364 ppm,743 ppm
13/04/2022 10:44,359 ppm,400 ppm,406 ppm,364 ppm,546 ppm
13/04/2022 10:46,356 ppm,385 ppm,365 ppm,359 ppm,362 ppm
13/04/2022 10:48,362 ppm,358 ppm,389 ppm,365 ppm,371 ppm
13/04/2022 10:50,362 ppm,358 ppm,415 ppm,365 ppm,420 ppm
13/04/2022 10:52,364 ppm,366 ppm,391 ppm,360 ppm,362 ppm
13/04/2022 10:54,358 ppm,364 ppm,409 ppm,358 ppm,490 ppm
13/04/2022 10:56,359 ppm,366 ppm,371 ppm,360 ppm,620 ppm
13/04/2022 10:58,365 ppm,363 ppm,366 ppm,366 ppm,695 ppm
13/04/2022 11:00,362 ppm,361 ppm,373 ppm,362 ppm,647 ppm
13/04/2022 11:02,360 ppm,373 ppm,404 ppm,359 ppm,622 ppm
13/04/2022 11:04,367 ppm,358 ppm,371 ppm,363 ppm,575 ppm
13/04/2022 11:06,364 ppm,376 ppm,359 ppm,358 ppm,378 ppm
13/04/2022 11:08,364 ppm,398 ppm,400 ppm,359 ppm,359 ppm
13/04/2022 11:10,362 ppm,363 ppm,364 ppm,359 ppm,364 ppm
13/04/2022 11:12,361 ppm,363 ppm,369 ppm,361 ppm,386 ppm
13/04/2022 11:14,363 ppm,360 ppm,380 ppm,360 ppm,363 ppm
13/04/2022 11:16,359 ppm,363 ppm,425 ppm,361 ppm,363 ppm
13/04/2022 11:18,364 ppm,357 ppm,403 ppm,361 ppm,374 ppm
13/04/2022 11:20,362 ppm,400 ppm,358 ppm,364 ppm,440 ppm
13/04/2022 11:22,357 ppm,362 ppm,426 ppm,360 ppm,408 ppm
13/04/2022 11:24,362 ppm,437 ppm,420 ppm,367 ppm,374 ppm
13/04/2022 11:26,359 ppm,395 ppm,395 ppm,363 ppm,363 ppm
13/04/2022 11:28,359 ppm,483 ppm,406 ppm,367 ppm,387 ppm
13/04/2022 11:30,359 ppm,461 ppm,365 ppm,362 ppm,361 ppm
13/04/2022 11:32,361 ppm,367 ppm,361 ppm,366 ppm,360 ppm
13/04/2022 11:34,360 ppm,362 ppm,419 ppm,360 ppm,459 ppm
13/04/2022 11:36,358 ppm,403 ppm,430 ppm,365 ppm,876 ppm
13/04/2022 11:38,358 ppm,359 ppm,357 ppm,366 ppm,778 ppm
13/04/2022 11:40,359 ppm,368 ppm,377 ppm,366 ppm,682 ppm
13/04/2022 11:42,362 ppm,364 ppm,391 ppm,358 ppm,593 ppm
13/04/2022 11:44,364 ppm,357 ppm,365 ppm,364 ppm,523 ppm
13/04/2022 11:46,363 ppm,359 ppm,385 ppm,368 ppm,439 ppm
13/04/2022 11:48,359 ppm,366 ppm,394 ppm,364 ppm,377 ppm
13/04/2022 11:50,358 ppm,360 ppm,363 ppm,365 ppm,452 ppm
13/04/2022 11:52,364 ppm,411 ppm,717 ppm,368 ppm,512 ppm
13/04/2022 11:54,377 ppm,506 ppm,601 ppm,364 ppm,896 ppm
13/04/2022 11:56,381 ppm,434 ppm,521 ppm,368 ppm,759 ppm
13/04/2022 11:58,369 ppm,412 ppm,581 ppm,368 ppm,825 ppm
13/04/2022 12:00,356 ppm,392 ppm,584 ppm,363 ppm,780 ppm
13/04/2022 12:02,363 ppm,356 ppm,559 ppm,363 ppm,711 ppm
13/04/2022 12:04,358 ppm,361 ppm,620 ppm,360 ppm,772 ppm
13/04/2022 12:06,364 ppm,364 ppm,597 ppm,357 ppm,690 ppm
13/04/2022 12:08,365 ppm,400 ppm,552 ppm,361 ppm,532 ppm
13/04/2022 12:10,361 ppm,361 ppm,594 ppm,358 ppm,534 ppm
13/04/2022 12:12,359 ppm,365 ppm,559 ppm,358 ppm,692 ppm
13/04/2022 12:14,362 ppm,374 ppm,469 ppm,360 ppm,748 ppm
13/04/2022 12:16,358 ppm,428 ppm,542 ppm,364 ppm,845 ppm
13/04/2022 12:18,357 ppm,434 ppm,586 ppm,359 ppm,935 ppm
13/04/2022 12:20,363 ppm,382 ppm,472 ppm,361 ppm,903 ppm
13/04/2022 12:22,413 ppm,361 ppm,541 ppm,358 ppm,903 ppm
13/04/2022 12:24,401 ppm,362 ppm,495 ppm,366 ppm,848 ppm
13/04/2022 12:26,375 ppm,364 ppm,507 ppm,365 ppm,873 ppm
13/04/2022 12:28,359 ppm,394 ppm,478 ppm,368 ppm,727 ppm
13/04/2022 12:30,366 ppm,362 ppm,690 ppm,361 ppm,844 ppm
13/04/2022 12:32,363 ppm,380 ppm,622 ppm,360 ppm,513 ppm
13/04/2022 12:34,364 ppm,511 ppm,519 ppm,362 ppm,749 ppm
13/04/2022 12:36,368 ppm,565 ppm,569 ppm,362 ppm,755 ppm
13/04/2022 12:38,397 ppm,483 ppm,521 ppm,361 ppm,608 ppm
13/04/2022 12:40,525 ppm,358 ppm,379 ppm,363 ppm,624 ppm
13/04/2022 12:42,502 ppm,370 ppm,386 ppm,360 ppm,634 ppm
13/04/2022 12:44,452 ppm,389 ppm,371 ppm,361 ppm,560 ppm
13/04/2022 12:46,435 ppm,523 ppm,423 ppm,681 ppm,637 ppm
13/04/2022 12:48,436 ppm,506 ppm,465 ppm,723 ppm,626 ppm
13/04/2022 12:50,412 ppm,485 ppm,590 ppm,698 ppm,600 ppm
13/04/2022 12:52,363 ppm,466 ppm,909 ppm,698 ppm,554 ppm
13/04/2022 12:54,364 ppm,516 ppm,807 ppm,541 ppm,447 ppm
13/04/2022 12:56,364 ppm,680 ppm,680 ppm,256 ppm,432 ppm
13/04/2022 12:58,361 ppm,718 ppm,662 ppm,477 ppm,412 ppm
13/04/2022 13:00,358 ppm,696 ppm,701 ppm,442 ppm,365 ppm
13/04/2022 13:02,360 ppm,722 ppm,699 ppm,404 ppm,363 ppm
13/04/2022 13:04,363 ppm,666 ppm,680 ppm,378 ppm,390 ppm
13/04/2022 13:06,362 ppm,496 ppm,518 ppm,366 ppm,377 ppm
13/04/2022 13:08,362 ppm,458 ppm,496 ppm,361 ppm,482 ppm
13/04/2022 13:10,361 ppm,543 ppm,703 ppm,363 ppm,358 ppm
13/04/2022 13:12,360 ppm,565 ppm,691 ppm,362 ppm,389 ppm
13/04/2022 13:14,370 ppm,599 ppm,675 ppm,365 ppm,360 ppm
13/04/2022 13:16,356 ppm,621 ppm,564 ppm,364 ppm,392 ppm
13/04/2022 13:18,364 ppm,573 ppm,469 ppm,364 ppm,375 ppm
13/04/2022 13:20,364 ppm,469 ppm,450 ppm,364 ppm,361 ppm
13/04/2022 13:22,363 ppm,256 ppm,425 ppm,362 ppm,422 ppm
13/04/2022 13:24,365 ppm,664 ppm,435 ppm,842 ppm,358 ppm
13/04/2022 13:26,359 ppm,685 ppm,468 ppm,1198 ppm,381 ppm
13/04/2022 13:28,364 ppm,617 ppm,485 ppm,1184 ppm,439 ppm
13/04/2022 13:30,367 ppm,635 ppm,485 ppm,975 ppm,449 ppm
13/04/2022 13:32,361 ppm,553 ppm,465 ppm,879 ppm,462 ppm
13/04/2022 13:34,366 ppm,412 ppm,441 ppm,803 ppm,482 ppm
13/04/2022 13:36,364 ppm,383 ppm,448 ppm,750 ppm,490 ppm
13/04/2022 13:38,367 ppm,413 ppm,382 ppm,712 ppm,547 ppm
13/04/2022 13:40,362 ppm,358 ppm,368 ppm,657 ppm,519 ppm
13/04/2022 13:42,369 ppm,361 ppm,357 ppm,571 ppm,364 ppm
13/04/2022 13:44,362 ppm,361 ppm,364 ppm,491 ppm,362 ppm
13/04/2022 13:46,358 ppm,427 ppm,358 ppm,432 ppm,362 ppm
13/04/2022 13:48,366 ppm,370 ppm,359 ppm,386 ppm,408 ppm
13/04/2022 13:50,358 ppm,366 ppm,356 ppm,360 ppm,368 ppm
13/04/2022 13:52,359 ppm,360 ppm,364 ppm,358 ppm,358 ppm
13/04/2022 13:54,368 ppm,361 ppm,361 ppm,357 ppm,388 ppm
13/04/2022 13:56,359 ppm,359 ppm,371 ppm,364 ppm,380 ppm
13/04/2022 13:58,361 ppm,366 ppm,362 ppm,359 ppm,404 ppm
13/04/2022 14:00,357 ppm,399 ppm,367 ppm,363 ppm,368 ppm
13/04/2022 14:02,364 ppm,360 ppm,368 ppm,363 ppm,363 ppm
13/04/2022 14:04,362 ppm,364 ppm,366 ppm,364 ppm,364 ppm
13/04/2022 14:06,365 ppm,365 ppm,365 ppm,362 ppm,432 ppm
13/04/2022 14:08,359 ppm,436 ppm,362 ppm,360 ppm,362 ppm
13/04/2022 14:10,357 ppm,372 ppm,367 ppm,359 ppm,400 ppm
13/04/2022 14:12,363 ppm,509 ppm,408 ppm,367 ppm,364 ppm
13/04/2022 14:14,366 ppm,379 ppm,368 ppm,360 ppm,363 ppm
13/04/2022 14:16,359 ppm,366 ppm,364 ppm,363 ppm,496 ppm
13/04/2022 14:18,358 ppm,396 ppm,365 ppm,358 ppm,389 ppm
13/04/2022 14:20,365 ppm,412 ppm,370 ppm,362 ppm,361 ppm
13/04/2022 14:22,578 ppm,437 ppm,368 ppm,360 ppm,365 ppm
13/04/2022 14:24,740 ppm,359 ppm,470 ppm,367 ppm,362 ppm
13/04/2022 14:26,718 ppm,360 ppm,393 ppm,357 ppm,455 ppm
13/04/2022 14:28,669 ppm,366 ppm,363 ppm,361 ppm,494 ppm
13/04/2022 14:30,617 ppm,364 ppm,370 ppm,367 ppm,524 ppm
13/04/2022 14:32,538 ppm,361 ppm,385 ppm,364 ppm,563 ppm
13/04/2022 14:34,478 ppm,367 ppm,376 ppm,363 ppm,477 ppm
13/04/2022 14:36,434 ppm,404 ppm,386 ppm,366 ppm,481 ppm
13/04/2022 14:38,451 ppm,421 ppm,386 ppm,366 ppm,381 ppm
13/04/2022 14:40,392 ppm,430 ppm,395 ppm,363 ppm,397 ppm
13/04/2022 14:42,359 ppm,358 ppm,419 ppm,359 ppm,404 ppm
13/04/2022 14:44,362 ppm,363 ppm,385 ppm,362 ppm,401 ppm
13/04/2022 14:46,361 ppm,368 ppm,367 ppm,363 ppm,364 ppm
13/04/2022 14:48,363 ppm,433 ppm,365 ppm,362 ppm,358 ppm
13/04/2022 14:50,361 ppm,364 ppm,377 ppm,358 ppm,422 ppm
13/04/2022 14:52,360 ppm,371 ppm,369 ppm,365 ppm,424 ppm
13/04/2022 14:54,358 ppm,362 ppm,366 ppm,360 ppm,531 ppm
13/04/2022 14:56,367 ppm,361 ppm,401 ppm,368 ppm,528 ppm
13/04/2022 14:58,364 ppm,361 ppm,359 ppm,361 ppm,478 ppm
13/04/2022 15:00,378 ppm,397 ppm,375 ppm,364 ppm,470 ppm
13/04/2022 15:02,363 ppm,393 ppm,366 ppm,366 ppm,432 ppm
13/04/2022 15:04,363 ppm,366 ppm,362 ppm,363 ppm,382 ppm
13/04/2022 15:06,363 ppm,384 ppm,359 ppm,366 ppm,422 ppm
13/04/2022 15:08,366 ppm,394 ppm,367 ppm,365 ppm,376 ppm
13/04/2022 15:10,363 ppm,373 ppm,364 ppm,357 ppm,360 ppm
13/04/2022 15:12,359 ppm,362 ppm,388 ppm,362 ppm,364 ppm
13/04/2022 15:14,362 ppm,358 ppm,391 ppm,357 ppm,357 ppm
13/04/2022 15:16,362 ppm,360 ppm,364 ppm,363 ppm,360 ppm
13/04/2022 15:18,366 ppm,363 ppm,409 ppm,358 ppm,409 ppm
13/04/2022 15:20,356 ppm,418 ppm,434 ppm,358 ppm,365 ppm
13/04/2022 15:22,365 ppm,358 ppm,368 ppm,365 ppm,420 ppm
13/04/2022 15:24,379 ppm,365 ppm,396 ppm,361 ppm,386 ppm
13/04/2022 15:26,363 ppm,362 ppm,429 ppm,364 ppm,392 ppm
13/04/2022 15:28,365 ppm,436 ppm,386 ppm,364 ppm,365 ppm
13/04/2022 15:30,367 ppm,361 ppm,361 ppm,360 ppm,374 ppm
13/04/2022 15:32,363 ppm,363 ppm,369 ppm,360 ppm,367 ppm
13/04/2022 15:34,363 ppm,436 ppm,362 ppm,365 ppm,371 ppm
13/04/2022 15:36,367 ppm,366 ppm,382 ppm,366 ppm,364 ppm
13/04/2022 15:38,366 ppm,368 ppm,386 ppm,359 ppm,362 ppm
13/04/2022 15:40,359 ppm,419 ppm,381 ppm,365 ppm,370 ppm
13/04/2022 15:42,361 ppm,361 ppm,379 ppm,365 ppm,366 ppm
13/04/2022 15:44,358 ppm,362 ppm,370 ppm,364 ppm,356 ppm
13/04/2022 15:46,358 ppm,369 ppm,366 ppm,360 ppm,363 ppm
13/04/2022 15:48,360 ppm,356 ppm,361 ppm,366 ppm,563 ppm
13/04/2022 15:50,359 ppm,359 ppm,365 ppm,364 ppm,465 ppm
13/04/2022 15:52,365 ppm,366 ppm,383 ppm,363 ppm,451 ppm
13/04/2022 15:54,361 ppm,361 ppm,361 ppm,366 ppm,429 ppm
13/04/2022 15:56,362 ppm,364 ppm,370 ppm,362 ppm,385 ppm
13/04/2022 15:58,363 ppm,359 ppm,357 ppm,366 ppm,362 ppm
13/04/2022 16:00,360 ppm,359 ppm,430 ppm,366 ppm,430 ppm
13/04/2022 16:02,359 ppm,361 ppm,482 ppm,356 ppm,482 ppm
13/04/2022 16:04,363 ppm,359 ppm,448 ppm,366 ppm,409 ppm
13/04/2022 16:06,365 ppm,363 ppm,367 ppm,367 ppm,359 ppm
13/04/2022 16:08,363 ppm,359 ppm,362 ppm,357 ppm,357 ppm
13/04/2022 16:10,367 ppm,358 ppm,360 ppm,359 ppm,398 ppm
13/04/2022 16:12,362 ppm,358 ppm,395 ppm,361 ppm,399 ppm
13/04/2022 16:14,366 ppm,443 ppm,364 ppm,361 ppm,357 ppm
13/04/2022 16:16,357 ppm,389 ppm,364 ppm,361 ppm,360 ppm
13/04/2022 16:18,364 ppm,364 ppm,394 ppm,362 ppm,382 ppm
13/04/2022 16:20,359 ppm,458 ppm,435 ppm,363 ppm,372 ppm
13/04/2022 16:22,360 ppm,388 ppm,403 ppm,362 ppm,527 ppm
13/04/2022 16:24,366 ppm,357 ppm,395 ppm,361 ppm,658 ppm
13/04/2022 16:26,365 ppm,362 ppm,404 ppm,362 ppm,530 ppm
13/04/2022 16:28,357 ppm,356 ppm,359 ppm,359 ppm,363 ppm
13/04/2022 16:30,372 ppm,361 ppm,402 ppm,361 ppm,370 ppm
13/04/2022 16:32,384 ppm,379 ppm,391 ppm,364 ppm,361 ppm
13/04/2022 16:34,449 ppm,444 ppm,375 ppm,357 ppm,504 ppm
13/04/2022 16:36,494 ppm,376 ppm,443 ppm,362 ppm,406 ppm
13/04/2022 16:38,460 ppm,357 ppm,415 ppm,367 ppm,491 ppm
13/04/2022 16:40,602 ppm,364 ppm,454 ppm,363 ppm,395 ppm
13/04/2022 16:42,256 ppm,364 ppm,428 ppm,363 ppm,429 ppm
13/04/2022 16:44,416 ppm,446 ppm,406 ppm,366 ppm,376 ppm
13/04/2022 16:46,360 ppm,436 ppm,497 ppm,365 ppm,415 ppm
13/04/2022 16:48,359 ppm,487 ppm,497 ppm,364 ppm,367 ppm
13/04/2022 16:50,360 ppm,438 ppm,527 ppm,365 ppm,363 ppm
13/04/2022 16:52,377 ppm,443 ppm,445 ppm,363 ppm,366 ppm
13/04/2022 16:54,358 ppm,402 ppm,441 ppm,364 ppm,365 ppm
13/04/2022 16:56,364 ppm,387 ppm,428 ppm,363 ppm,365 ppm
13/04/2022 16:58,365 ppm,363 ppm,378 ppm,357 ppm,377 ppm
13/04/2022 17:00,362 ppm,376 ppm,362 ppm,359 ppm,361 ppm
13/04/2022 17:02,358 ppm,360 ppm,364 ppm,360 ppm,357 ppm
13/04/2022 17:04,365 ppm,363 ppm,364 ppm,367 ppm,365 ppm
13/04/2022 17:06,364 ppm,366 ppm,368 ppm,357 ppm,360 ppm
13/04/2022 17:08,364 ppm,365 ppm,363 ppm,367 ppm,359 ppm
13/04/2022 17:10,363 ppm,431 ppm,363 ppm,362 ppm,366 ppm
13/04/2022 17:12,358 ppm,392 ppm,360 ppm,365 ppm,360 ppm
13/04/2022 17:14,368 ppm,358 ppm,359 ppm,366 ppm,360 ppm
13/04/2022 17:16,390 ppm,360 ppm,375 ppm,364 ppm,383 ppm
13/04/2022 17:18,360 ppm,365 ppm,366 ppm,362 ppm,361 ppm
13/04/2022 17:20,364 ppm,366 ppm,371 ppm,366 ppm,363 ppm
13/04/2022 17:22,371 ppm,361 ppm,371 ppm,366 ppm,365 ppm
13/04/2022 17:24,364 ppm,358 ppm,404 ppm,360 ppm,365 ppm
13/04/2022 17:26,362 ppm,391 ppm,407 ppm,359 ppm,367 ppm
13/04/2022 17:28,392 ppm,374 ppm,373 ppm,359 ppm,376 ppm
13/04/2022 17:30,376 ppm,365 ppm,359 ppm,362 ppm,366 ppm
13/04/2022 17:32,365 ppm,358 ppm,396 ppm,362 ppm,363 ppm
13/04/2022 17:34,358 ppm,457 ppm,372 ppm,364 ppm,359 ppm
13/04/2022 17:36,367 ppm,562 ppm,464 ppm,363 ppm,390 ppm
13/04/2022 17:38,359 ppm,463 ppm,432 ppm,360 ppm,360 ppm
13/04/2022 17:40,363 ppm,421 ppm,434 ppm,366 ppm,360 ppm
13/04/2022 17:42,360 ppm,390 ppm,411 ppm,371 ppm,377 ppm
13/04/2022 17:44,364 ppm,474 ppm,407 ppm,359 ppm,388 ppm
13/04/2022 17:46,363 ppm,478 ppm,363 ppm,365 ppm,403 ppm
13/04/2022 17:48,361 ppm,425 ppm,397 ppm,364 ppm,399 ppm
13/04/2022 17:50,365 ppm,466 ppm,364 ppm,359 ppm,360 ppm
13/04/2022 17:52,364 ppm,358 ppm,362 ppm,367 ppm,374 ppm
13/04/2022 17:54,364 ppm,367 ppm,368 ppm,366 ppm,365 ppm
13/04/2022 17:56,358 ppm,373 ppm,367 ppm,364 ppm,362 ppm
13/04/2022 17:58,368 ppm,358 ppm,364 ppm,366 ppm,369 ppm
13/04/2022 18:00,359 ppm,380 ppm,381 ppm,367 ppm,417 ppm
13/04/2022 18:02,366 ppm,362 ppm,399 ppm,360 ppm,368 ppm
13/04/2022 18:04,356 ppm,366 ppm,394 ppm,361 ppm,362 ppm
13/04/2022 18:06,364 ppm,367 ppm,363 ppm,364 ppm,386 ppm
13/04/2022 18:08,363 ppm,407 ppm,359 ppm,361 ppm,393 ppm
13/04/2022 18:10,364 ppm,876 ppm,360 ppm,363 ppm,379 ppm
13/04/2022 18:12,356 ppm,797 ppm,487 ppm,366 ppm,377 ppm
13/04/2022 18:14,360 ppm,569 ppm,641 ppm,358 ppm,444 ppm
13/04/2022 18:16,365 ppm,523 ppm,573 ppm,361 ppm,386 ppm
13/04/2022 18:18,361 ppm,394 ppm,456 ppm,366 ppm,375 ppm
13/04/2022 18:20,366 ppm,364 ppm,472 ppm,362 ppm,459 ppm
13/04/2022 18:22,361 ppm,412 ppm,447 ppm,366 ppm,546 ppm
13/04/2022 18:24,365 ppm,381 ppm,367 ppm,357 ppm,499 ppm
13/04/2022 18:26,358 ppm,380 ppm,368 ppm,361 ppm,457 ppm
13/04/2022 18:28,360 ppm,361 ppm,360 ppm,366 ppm,398 ppm
13/04/2022 18:30,362 ppm,366 ppm,380 ppm,363 ppm,368 ppm
13/04/2022 18:32,359 ppm,364 ppm,364 ppm,363 ppm,364 ppm
13/04/2022 18:34,367 ppm,359 ppm,365 ppm,361 ppm,421 ppm
13/04/2022 18:36,359 ppm,365 ppm,362 ppm,358 ppm,371 ppm
13/04/2022 18:38,367 ppm,364 ppm,361 ppm,367 ppm,358 ppm
13/04/2022 18:40,365 ppm,440 ppm,372 ppm,367 ppm,361 ppm
13/04/2022 18:42,366 ppm,423 ppm,378 ppm,358 ppm,364 ppm
13/04/2022 18:44,368 ppm,365 ppm,365 ppm,365 ppm,365 ppm
13/04/2022 18:46,363 ppm,362 ppm,367 ppm,358 ppm,362 ppm
13/04/2022 18:48,364 ppm,385 ppm,373 ppm,363 ppm,360 ppm
13/04/2022 18:50,364 ppm,365 ppm,378 ppm,361 ppm,394 ppm
13/04/2022 18:52,363 ppm,358 ppm,362 ppm,357 ppm,399 ppm
13/04/2022 18:54,362 ppm,392 ppm,364 ppm,367 ppm,383 ppm
13/04/2022 18:56,364 ppm,358 ppm,357 ppm,365 ppm,365 ppm
13/04/2022 18:58,356 ppm,363 ppm,366 ppm,367 ppm,367 ppm
13/04/2022 19:00,364 ppm,358 ppm,365 ppm,367 ppm,359 ppm
13/04/2022 19:02,358 ppm,358 ppm,367 ppm,363 ppm,371 ppm
13/04/2022 19:04,362 ppm,363 ppm,389 ppm,366 ppm,363 ppm
13/04/2022 19:06,358 ppm,361 ppm,359 ppm,356 ppm,365 ppm
13/04/2022 19:08,357 ppm,364 ppm,372 ppm,357 ppm,382 ppm
13/04/2022 19:10,365 ppm,359 ppm,371 ppm,357 ppm,469 ppm
13/04/2022 19:12,364 ppm,365 ppm,376 ppm,364 ppm,411 ppm
13/04/2022 19:14,357 ppm,365 ppm,357 ppm,362 ppm,358 ppm
13/04/2022 19:16,363 ppm,366 ppm,403 ppm,363 ppm,364 ppm
13/04/2022 19:18,361 ppm,360 ppm,383 ppm,361 ppm,363 ppm
13/04/2022 19:20,365 ppm,358 ppm,371 ppm,361 ppm,365 ppm
13/04/2022 19:22,360 ppm,374 ppm,363 ppm,357 ppm,362 ppm
13/04/2022 19:24,359 ppm,373 ppm,367 ppm,367 ppm,359 ppm
13/04/2022 19:26,364 ppm,357 ppm,361 ppm,366 ppm,362 ppm
13/04/2022 19:28,367 ppm,369 ppm,382 ppm,366 ppm,362 ppm
13/04/2022 19:30,359 ppm,356 ppm,361 ppm,364 ppm,411 ppm
13/04/2022 19:32,363 ppm,369 ppm,366 ppm,364 ppm,363 ppm
13/04/2022 19:34,404 ppm,364 ppm,377 ppm,359 ppm,365 ppm
13/04/2022 19:36,405 ppm,367 ppm,367 ppm,361 ppm,413 ppm
13/04/2022 19:38,357 ppm,359 ppm,360 ppm,363 ppm,697 ppm
13/04/2022 19:40,364 ppm,456 ppm,374 ppm,366 ppm,534 ppm
13/04/2022 19:42,361 ppm,488 ppm,556 ppm,364 ppm,378 ppm
13/04/2022 19:44,361 ppm,434 ppm,514 ppm,366 ppm,363 ppm
13/04/2022 19:46,362 ppm,498 ppm,778 ppm,358 ppm,369 ppm
13/04/2022 19:48,387 ppm,482 ppm,614 ppm,361 ppm,365 ppm
13/04/2022 19:50,439 ppm,545 ppm,475 ppm,373 ppm,363 ppm
13/04/2022 19:52,418 ppm,434 ppm,439 ppm,362 ppm,361 ppm
13/04/2022 19:54,367 ppm,371 ppm,403 ppm,360 ppm,367 ppm
13/04/2022 19:56,364 ppm,368 ppm,356 ppm,361 ppm,368 ppm
13/04/2022 19:58,393 ppm,361 ppm,365 ppm,358 ppm,359 ppm
13/04/2022 20:00,365 ppm,373 ppm,368 ppm,368 ppm,377 ppm
13/04/2022 20:02,361 ppm,366 ppm,362 ppm,359 ppm,365 ppm
13/04/2022 20:04,363 ppm,379 ppm,365 ppm,363 ppm,356 ppm
13/04/2022 20:06,365 ppm,358 ppm,360 ppm,361 ppm,362 ppm
13/04/2022 20:08,359 ppm,358 ppm,365 ppm,367 ppm,361 ppm
13/04/2022 20:10,368 ppm,368 ppm,370 ppm,366 ppm,387 ppm
13/04/2022 20:12,360 ppm,364 ppm,361 ppm,357 ppm,391 ppm
13/04/2022 20:14,432 ppm,365 ppm,364 ppm,362 ppm,398 ppm
13/04/2022 20:16,432 ppm,359 ppm,368 ppm,362 ppm,415 ppm
13/04/2022 20:18,432 ppm,367 ppm,366 ppm,365 ppm,361 ppm
13/04/2022 20:20,432 ppm,372 ppm,366 ppm,368 ppm,359 ppm
13/04/2022 20:22,432 ppm,365 ppm,426 ppm,364 ppm,378 ppm
13/04/2022 20:24,432 ppm,366 ppm,390 ppm,362 ppm,379 ppm
13/04/2022 20:26,432 ppm,366 ppm,366 ppm,360 ppm,387 ppm
13/04/2022 20:28,432 ppm,363 ppm,389 ppm,358 ppm,382 ppm
13/04/2022 20:30,432 ppm,359 ppm,364 ppm,358 ppm,363 ppm
13/04/2022 20:32,432 ppm,358 ppm,362 ppm,359 ppm,379 ppm
13/04/2022 20:34,432 ppm,357 ppm,375 ppm,358 ppm,364 ppm
13/04/2022 20:36,432 ppm,366 ppm,366 ppm,358 ppm,360 ppm
13/04/2022 20:38,432 ppm,358 ppm,385 ppm,358 ppm,361 ppm
13/04/2022 20:40,432 ppm,366 ppm,364 ppm,359 ppm,366 ppm
13/04/2022 20:42,432 ppm,364 ppm,415 ppm,362 ppm,368 ppm
13/04/2022 20:44,432 ppm,362 ppm,372 ppm,366 ppm,396 ppm
13/04/2022 20:46,432 ppm,356 ppm,387 ppm,365 ppm,363 ppm
13/04/2022 20:48,432 ppm,383 ppm,422 ppm,366 ppm,356 ppm
13/04/2022 20:50,432 ppm,363 ppm,390 ppm,366 ppm,364 ppm
13/04/2022 20:52,432 ppm,408 ppm,375 ppm,363 ppm,364 ppm
13/04/2022 20:54,432 ppm,362 ppm,360 ppm,367 ppm,359 ppm
