Time,Bar,Central_Column,Salad_Bar,Hot_Counter,Pizza_Counter
13/04/2022 20:56,432 ppm,362 ppm,379 ppm,365 ppm,367 ppm
13/04/2022 20:58,432 ppm,360 ppm,376 ppm,360 ppm,358 ppm
13/04/2022 21:00,432 ppm,374 ppm,363 ppm,361 ppm,361 ppm
13/04/2022 21:02,432 ppm,366 ppm,379 ppm,362 ppm,357 ppm
13/04/2022 21:04,432 ppm,364 ppm,369 ppm,363 ppm,367 ppm
13/04/2022 21:06,432 ppm,361 ppm,367 ppm,363 ppm,366 ppm
13/04/2022 21:08,432 ppm,359 ppm,365 ppm,366 ppm,399 ppm
13/04/2022 21:10,432 ppm,358 ppm,361 ppm,367 ppm,364 ppm
13/04/2022 21:12,432 ppm,359 ppm,384 ppm,367 ppm,367 ppm
13/04/2022 21:14,432 ppm,365 ppm,371 ppm,359 ppm,364 ppm
13/04/2022 21:16,432 ppm,360 ppm,370 ppm,360 ppm,358 ppm
13/04/2022 21:18,432 ppm,360 ppm,361 ppm,360 ppm,360 ppm
13/04/2022 21:20,432 ppm,365 ppm,361 ppm,361 ppm,360 ppm
13/04/2022 21:22,432 ppm,363 ppm,367 ppm,356 ppm,361 ppm
13/04/2022 21:24,432 ppm,365 ppm,357 ppm,360 ppm,370 ppm
13/04/2022 21:26,432 ppm,359 ppm,375 ppm,362 ppm,356 ppm
13/04/2022 21:28,432 ppm,356 ppm,373 ppm,361 ppm,365 ppm
13/04/2022 21:30,432 ppm,365 ppm,362 ppm,361 ppm,388 ppm
13/04/2022 21:32,432 ppm,358 ppm,365 ppm,360 ppm,393 ppm
13/04/2022 21:34,432 ppm,367 ppm,363 ppm,359 ppm,357 ppm
13/04/2022 21:36,432 ppm,356 ppm,365 ppm,361 ppm,359 ppm
13/04/2022 21:38,432 ppm,366 ppm,372 ppm,359 ppm,358 ppm
13/04/2022 21:40,432 ppm,362 ppm,367 ppm,357 ppm,363 ppm
13/04/2022 21:42,432 ppm,364 ppm,379 ppm,360 ppm,365 ppm
13/04/2022 21:44,432 ppm,369 ppm,368 ppm,357 ppm,359 ppm
13/04/2022 21:46,432 ppm,360 ppm,366 ppm,359 ppm,358 ppm
13/04/2022 21:48,432 ppm,361 ppm,368 ppm,360 ppm,359 ppm
13/04/2022 21:50,432 ppm,362 ppm,397 ppm,358 ppm,361 ppm
13/04/2022 21:52,432 ppm,366 ppm,400 ppm,360 ppm,363 ppm
13/04/2022 21:54,432 ppm,360 ppm,364 ppm,359 ppm,364 ppm
13/04/2022 21:56,432 ppm,366 ppm,371 ppm,362 ppm,374 ppm
13/04/2022 21:58,432 ppm,362 ppm,376 ppm,362 ppm,379 ppm
13/04/2022 22:00,432 ppm,380 ppm,371 ppm,358 ppm,364 ppm
13/04/2022 22:02,432 ppm,377 ppm,368 ppm,361 ppm,362 ppm
13/04/2022 22:04,432 ppm,361 ppm,360 ppm,361 ppm,381 ppm
13/04/2022 22:06,432 ppm,365 ppm,388 ppm,358 ppm,409 ppm
13/04/2022 22:08,432 ppm,359 ppm,361 ppm,360 ppm,423 ppm
13/04/2022 22:10,432 ppm,358 ppm,373 ppm,368 ppm,445 ppm
13/04/2022 22:12,432 ppm,357 ppm,361 ppm,359 ppm,422 ppm
13/04/2022 22:14,432 ppm,360 ppm,368 ppm,359 ppm,407 ppm
13/04/2022 22:16,432 ppm,364 ppm,368 ppm,363 ppm,420 ppm
13/04/2022 22:18,432 ppm,359 ppm,366 ppm,358 ppm,407 ppm
13/04/2022 22:20,432 ppm,357 ppm,366 ppm,365 ppm,376 ppm
13/04/2022 22:22,432 ppm,363 ppm,363 ppm,366 ppm,365 ppm
13/04/2022 22:24,432 ppm,358 ppm,368 ppm,360 ppm,368 ppm
13/04/2022 22:26,432 ppm,360 ppm,366 ppm,362 ppm,362 ppm
13/04/2022 22:28,432 ppm,360 ppm,372 ppm,362 ppm,359 ppm
13/04/2022 22:30,432 ppm,362 ppm,368 ppm,366 ppm,361 ppm
13/04/2022 22:32,432 ppm,360 ppm,358 ppm,364 ppm,367 ppm
13/04/2022 22:34,432 ppm,359 ppm,363 ppm,357 ppm,366 ppm
13/04/2022 22:36,432 ppm,360 ppm,372 ppm,363 ppm,367 ppm
13/04/2022 22:38,432 ppm,364 ppm,360 ppm,365 ppm,364 ppm
13/04/2022 22:40,432 ppm,362 ppm,359 ppm,367 ppm,361 ppm
13/04/2022 22:42,432 ppm,365 ppm,366 ppm,361 ppm,361 ppm
13/04/2022 22:44,432 ppm,362 ppm,363 ppm,360 ppm,359 ppm
13/04/2022 22:46,432 ppm,358 ppm,363 ppm,365 ppm,367 ppm
13/04/2022 22:48,432 ppm,362 ppm,359 ppm,364 ppm,366 ppm
13/04/2022 22:50,432 ppm,361 ppm,368 ppm,358 ppm,364 ppm
13/04/2022 22:52,432 ppm,358 ppm,362 ppm,360 ppm,368 ppm
13/04/2022 22:54,432 ppm,361 ppm,363 ppm,361 ppm,358 ppm
13/04/2022 22:56,432 ppm,361 ppm,368 ppm,362 ppm,361 ppm
13/04/2022 22:58,432 ppm,364 ppm,361 ppm,362 ppm,360 ppm
13/04/2022 23:00,432 ppm,366 ppm,362 ppm,366 ppm,365 ppm
13/04/2022 23:02,432 ppm,364 ppm,367 ppm,364 ppm,362 ppm
13/04/2022 23:04,432 ppm,358 ppm,359 ppm,361 ppm,359 ppm
13/04/2022 23:06,432 ppm,358 ppm,367 ppm,358 ppm,359 ppm
13/04/2022 23:08,432 ppm,365 ppm,366 ppm,360 ppm,362 ppm
13/04/2022 23:10,432 ppm,356 ppm,364 ppm,365 ppm,361 ppm
13/04/2022 23:12,432 ppm,362 ppm,360 ppm,365 ppm,362 ppm
13/04/2022 23:14,432 ppm,361 ppm,360 ppm,366 ppm,361 ppm
13/04/2022 23:16,432 ppm,366 ppm,357 ppm,364 ppm,367 ppm
13/04/2022 23:18,432 ppm,363 ppm,356 ppm,358 ppm,364 ppm
13/04/2022 23:20,432 ppm,363 ppm,366 ppm,359 ppm,360 ppm
13/04/2022 23:22,432 ppm,357 ppm,365 ppm,360 ppm,364 ppm
13/04/2022 23:24,432 ppm,357 ppm,359 ppm,359 ppm,358 ppm
13/04/2022 23:26,432 ppm,359 ppm,364 ppm,359 ppm,362 ppm
13/04/2022 23:28,432 ppm,367 ppm,363 ppm,363 ppm,365 ppm
13/04/2022 23:30,432 ppm,364 ppm,357 ppm,365 ppm,358 ppm
13/04/2022 23:32,432 ppm,359 ppm,365 ppm,362 ppm,366 ppm
13/04/2022 23:34,432 ppm,359 ppm,365 ppm,367 ppm,362 ppm
13/04/2022 23:36,432 ppm,357 ppm,368 ppm,365 ppm,358 ppm
13/04/2022 23:38,432 ppm,358 ppm,367 ppm,368 ppm,359 ppm
13/04/2022 23:40,432 ppm,366 ppm,364 ppm,366 ppm,367 ppm
13/04/2022 23:42,432 ppm,361 ppm,367 ppm,366 ppm,364 ppm
13/04/2022 23:44,432 ppm,359 ppm,362 ppm,368 ppm,367 ppm
13/04/2022 23:46,432 ppm,359 ppm,362 ppm,358 ppm,366 ppm
13/04/2022 23:48,432 ppm,358 ppm,359 ppm,359 ppm,357 ppm
13/04/2022 23:50,432 ppm,363 ppm,367 ppm,358 ppm,362 ppm
13/04/2022 23:52,432 ppm,361 ppm,362 ppm,357 ppm,356 ppm
13/04/2022 23:54,432 ppm,358 ppm,366 ppm,362 ppm,357 ppm
13/04/2022 23:56,432 ppm,357 ppm,361 ppm,360 ppm,363 ppm
13/04/2022 23:58,432 ppm,364 ppm,365 ppm,361 ppm,360 ppm
14/04/2022 00:00,432 ppm,364 ppm,360 ppm,360 ppm,365 ppm
14/04/2022 00:02,432 ppm,359 ppm,367 ppm,363 ppm,363 ppm
14/04/2022 00:04,432 ppm,361 ppm,362 ppm,363 ppm,358 ppm
14/04/2022 00:06,432 ppm,357 ppm,362 ppm,366 ppm,360 ppm
14/04/2022 00:08,432 ppm,361 ppm,365 ppm,365 ppm,360 ppm
14/04/2022 00:10,432 ppm,362 ppm,365 ppm,364 ppm,360 ppm
14/04/2022 00:12,432 ppm,360 ppm,367 ppm,363 ppm,367 ppm
14/04/2022 00:14,432 ppm,364 ppm,363 ppm,364 ppm,362 ppm
14/04/2022 00:16,432 ppm,364 ppm,366 ppm,366 ppm,365 ppm
14/04/2022 00:18,432 ppm,365 ppm,363 ppm,366 ppm,359 ppm
14/04/2022 00:20,432 ppm,363 ppm,361 ppm,366 ppm,361 ppm
14/04/2022 00:22,432 ppm,364 ppm,366 ppm,362 ppm,363 ppm
14/04/2022 00:24,432 ppm,365 ppm,359 ppm,361 ppm,365 ppm
14/04/2022 00:26,432 ppm,365 ppm,364 ppm,356 ppm,365 ppm
14/04/2022 00:28,432 ppm,364 ppm,366 ppm,361 ppm,365 ppm
14/04/2022 00:30,432 ppm,365 ppm,357 ppm,356 ppm,361 ppm
14/04/2022 00:32,432 ppm,363 ppm,363 ppm,359 ppm,364 ppm
14/04/2022 00:34,432 ppm,357 ppm,367 ppm,363 ppm,363 ppm
14/04/2022 00:36,432 ppm,366 ppm,363 ppm,361 ppm,362 ppm
14/04/2022 00:38,432 ppm,363 ppm,364 ppm,364 ppm,364 ppm
14/04/2022 00:40,432 ppm,363 ppm,366 ppm,362 ppm,363 ppm
14/04/2022 00:42,432 ppm,358 ppm,364 ppm,362 ppm,362 ppm
14/04/2022 00:44,432 ppm,356 ppm,365 ppm,358 ppm,361 ppm
14/04/2022 00:46,432 ppm,366 ppm,366 ppm,360 ppm,360 ppm
14/04/2022 00:48,432 ppm,365 ppm,364 ppm,361 ppm,365 ppm
14/04/2022 00:50,432 ppm,363 ppm,365 ppm,361 ppm,360 ppm
14/04/2022 00:52,432 ppm,367 ppm,357 ppm,361 ppm,360 ppm
14/04/2022 00:54,432 ppm,365 ppm,363 ppm,362 ppm,361 ppm
14/04/2022 00:56,432 ppm,367 ppm,362 ppm,363 ppm,366 ppm
14/04/2022 00:58,432 ppm,358 ppm,363 ppm,362 ppm,364 ppm
14/04/2022 01:00,432 ppm,361 ppm,362 ppm,362 ppm,359 ppm
14/04/2022 01:02,432 ppm,358 ppm,361 ppm,364 ppm,365 ppm
14/04/2022 01:04,432 ppm,367 ppm,365 ppm,366 ppm,366 ppm
14/04/2022 01:06,432 ppm,367 ppm,364 ppm,360 ppm,379 ppm
14/04/2022 01:08,432 ppm,366 ppm,364 ppm,364 ppm,365 ppm
14/04/2022 01:10,432 ppm,368 ppm,359 ppm,362 ppm,363 ppm
14/04/2022 01:12,432 ppm,358 ppm,365 ppm,365 ppm,363 ppm
14/04/2022 01:14,432 ppm,368 ppm,367 ppm,365 ppm,363 ppm
14/04/2022 01:16,432 ppm,367 ppm,366 ppm,364 ppm,363 ppm
14/04/2022 01:18,432 ppm,367 ppm,361 ppm,363 ppm,366 ppm
14/04/2022 01:20,432 ppm,366 ppm,358 ppm,363 ppm,359 ppm
14/04/2022 01:22,432 ppm,366 ppm,365 ppm,363 ppm,360 ppm
14/04/2022 01:24,432 ppm,366 ppm,360 ppm,364 ppm,363 ppm
14/04/2022 01:26,432 ppm,358 ppm,358 ppm,365 ppm,363 ppm
14/04/2022 01:28,432 ppm,364 ppm,363 ppm,366 ppm,363 ppm
14/04/2022 01:30,432 ppm,365 ppm,364 ppm,364 ppm,364 ppm
14/04/2022 01:32,432 ppm,364 ppm,367 ppm,367 ppm,363 ppm
14/04/2022 01:34,432 ppm,366 ppm,357 ppm,365 ppm,366 ppm
14/04/2022 01:36,432 ppm,367 ppm,359 ppm,366 ppm,363 ppm
14/04/2022 01:38,432 ppm,365 ppm,365 ppm,363 ppm,366 ppm
14/04/2022 01:40,432 ppm,366 ppm,365 ppm,366 ppm,359 ppm
14/04/2022 01:42,432 ppm,366 ppm,366 ppm,364 ppm,365 ppm
14/04/2022 01:44,432 ppm,367 ppm,365 ppm,365 ppm,363 ppm
14/04/2022 01:46,432 ppm,365 ppm,362 ppm,367 ppm,362 ppm
14/04/2022 01:48,432 ppm,366 ppm,366 ppm,359 ppm,362 ppm
14/04/2022 01:50,432 ppm,366 ppm,360 ppm,368 ppm,362 ppm
14/04/2022 01:52,432 ppm,364 ppm,366 ppm,365 ppm,362 ppm
14/04/2022 01:54,432 ppm,365 ppm,366 ppm,360 ppm,364 ppm
14/04/2022 01:56,432 ppm,365 ppm,359 ppm,365 ppm,367 ppm
14/04/2022 01:58,432 ppm,366 ppm,363 ppm,366 ppm,366 ppm
14/04/2022 02:00,432 ppm,366 ppm,359 ppm,364 ppm,364 ppm
14/04/2022 02:02,432 ppm,356 ppm,363 ppm,365 ppm,359 ppm
14/04/2022 02:04,432 ppm,359 ppm,359 ppm,366 ppm,362 ppm
14/04/2022 02:06,432 ppm,357 ppm,364 ppm,359 ppm,358 ppm
14/04/2022 02:08,432 ppm,358 ppm,364 ppm,359 ppm,363 ppm
14/04/2022 02:10,432 ppm,359 ppm,357 ppm,356 ppm,366 ppm
14/04/2022 02:12,432 ppm,360 ppm,360 ppm,367 ppm,367 ppm
14/04/2022 02:14,432 ppm,367 ppm,360 ppm,358 ppm,359 ppm
14/04/2022 02:16,432 ppm,366 ppm,367 ppm,363 ppm,356 ppm
14/04/2022 02:18,432 ppm,363 ppm,362 ppm,368 ppm,372 ppm
14/04/2022 02:20,432 ppm,366 ppm,359 ppm,360 ppm,368 ppm
14/04/2022 02:22,432 ppm,365 ppm,363 ppm,359 ppm,357 ppm
14/04/2022 02:24,432 ppm,363 ppm,362 ppm,362 ppm,364 ppm
14/04/2022 02:26,432 ppm,364 ppm,360 ppm,358 ppm,363 ppm
14/04/2022 02:28,432 ppm,365 ppm,367 ppm,368 ppm,359 ppm
14/04/2022 02:30,432 ppm,364 ppm,367 ppm,359 ppm,361 ppm
14/04/2022 02:32,432 ppm,364 ppm,366 ppm,365 ppm,368 ppm
14/04/2022 02:34,432 ppm,364 ppm,366 ppm,366 ppm,360 ppm
14/04/2022 02:36,432 ppm,365 ppm,362 ppm,367 ppm,364 ppm
14/04/2022 02:38,432 ppm,365 ppm,362 ppm,359 ppm,368 ppm
14/04/2022 02:40,432 ppm,364 ppm,359 ppm,368 ppm,358 ppm
14/04/2022 02:42,432 ppm,364 ppm,364 ppm,366 ppm,363 ppm
14/04/2022 02:44,432 ppm,365 ppm,364 ppm,361 ppm,363 ppm
14/04/2022 02:46,432 ppm,364 ppm,362 ppm,358 ppm,362 ppm
14/04/2022 02:48,432 ppm,366 ppm,364 ppm,357 ppm,367 ppm
14/04/2022 02:50,432 ppm,366 ppm,365 ppm,361 ppm,361 ppm
14/04/2022 02:52,432 ppm,366 ppm,360 ppm,359 ppm,358 ppm
14/04/2022 02:54,432 ppm,366 ppm,367 ppm,358 ppm,364 ppm
14/04/2022 02:56,432 ppm,366 ppm,357 ppm,358 ppm,361 ppm
14/04/2022 02:58,432 ppm,359 ppm,359 ppm,362 ppm,359 ppm
14/04/2022 03:00,432 ppm,357 ppm,357 ppm,361 ppm,364 ppm
14/04/2022 03:02,432 ppm,368 ppm,364 ppm,357 ppm,361 ppm
14/04/2022 03:04,432 ppm,357 ppm,360 ppm,358 ppm,359 ppm
14/04/2022 03:06,432 ppm,360 ppm,361 ppm,360 ppm,366 ppm
14/04/2022 03:08,432 ppm,359 ppm,365 ppm,357 ppm,362 ppm
14/04/2022 03:10,432 ppm,366 ppm,364 ppm,362 ppm,364 ppm
14/04/2022 03:12,432 ppm,356 ppm,362 ppm,360 ppm,365 ppm
14/04/2022 03:14,432 ppm,358 ppm,363 ppm,359 ppm,360 ppm
14/04/2022 03:16,432 ppm,356 ppm,365 ppm,361 ppm,364 ppm
14/04/2022 03:18,432 ppm,365 ppm,361 ppm,360 ppm,365 ppm
14/04/2022 03:20,432 ppm,365 ppm,363 ppm,360 ppm,361 ppm
14/04/2022 03:22,432 ppm,357 ppm,361 ppm,360 ppm,365 ppm
14/04/2022 03:24,432 ppm,356 ppm,359 ppm,361 ppm,366 ppm
14/04/2022 03:26,432 ppm,356 ppm,359 ppm,357 ppm,364 ppm
14/04/2022 03:28,432 ppm,367 ppm,360 ppm,360 ppm,365 ppm
14/04/2022 03:30,432 ppm,368 ppm,367 ppm,363 ppm,358 ppm
14/04/2022 03:32,432 ppm,358 ppm,367 ppm,362 ppm,359 ppm
14/04/2022 03:34,432 ppm,367 ppm,368 ppm,363 ppm,359 ppm
14/04/2022 03:36,432 ppm,365 ppm,362 ppm,359 ppm,362 ppm
14/04/2022 03:38,432 ppm,365 ppm,360 ppm,360 ppm,360 ppm
14/04/2022 03:40,432 ppm,358 ppm,357 ppm,359 ppm,360 ppm
14/04/2022 03:42,432 ppm,367 ppm,368 ppm,361 ppm,366 ppm
14/04/2022 03:44,432 ppm,364 ppm,366 ppm,357 ppm,363 ppm
14/04/2022 03:46,432 ppm,366 ppm,362 ppm,363 ppm,371 ppm
14/04/2022 03:48,432 ppm,366 ppm,360 ppm,361 ppm,368 ppm
14/04/2022 03:50,432 ppm,364 ppm,360 ppm,361 ppm,359 ppm
14/04/2022 03:52,432 ppm,365 ppm,362 ppm,361 ppm,363 ppm
14/04/2022 03:54,432 ppm,364 ppm,361 ppm,360 ppm,362 ppm
14/04/2022 03:56,432 ppm,364 ppm,367 ppm,362 ppm,360 ppm
14/04/2022 03:58,432 ppm,362 ppm,358 ppm,358 ppm,367 ppm
14/04/2022 04:00,432 ppm,363 ppm,361 ppm,362 ppm,366 ppm
14/04/2022 04:02,432 ppm,361 ppm,368 ppm,362 ppm,363 ppm
14/04/2022 04:04,432 ppm,362 ppm,360 ppm,360 ppm,364 ppm
14/04/2022 04:06,432 ppm,363 ppm,363 ppm,359 ppm,362 ppm
14/04/2022 04:08,432 ppm,364 ppm,363 ppm,360 ppm,360 ppm
14/04/2022 04:10,432 ppm,364 ppm,362 ppm,364 ppm,363 ppm
14/04/2022 04:12,432 ppm,363 ppm,363 ppm,360 ppm,365 ppm
14/04/2022 04:14,432 ppm,364 ppm,367 ppm,361 ppm,372 ppm
14/04/2022 04:16,432 ppm,365 ppm,361 ppm,357 ppm,363 ppm
14/04/2022 04:18,432 ppm,364 ppm,362 ppm,358 ppm,356 ppm
14/04/2022 04:20,432 ppm,363 ppm,365 ppm,360 ppm,361 ppm
14/04/2022 04:22,432 ppm,364 ppm,358 ppm,359 ppm,363 ppm
14/04/2022 04:24,432 ppm,364 ppm,359 ppm,360 ppm,359 ppm
14/04/2022 04:26,432 ppm,363 ppm,357 ppm,359 ppm,366 ppm
14/04/2022 04:28,432 ppm,363 ppm,363 ppm,359 ppm,366 ppm
14/04/2022 04:30,432 ppm,361 ppm,368 ppm,357 ppm,364 ppm
14/04/2022 04:32,432 ppm,363 ppm,366 ppm,360 ppm,361 ppm
14/04/2022 04:34,432 ppm,364 ppm,356 ppm,359 ppm,358 ppm
14/04/2022 04:36,432 ppm,361 ppm,362 ppm,359 ppm,363 ppm
14/04/2022 04:38,432 ppm,358 ppm,363 ppm,359 ppm,367 ppm
14/04/2022 04:40,432 ppm,360 ppm,362 ppm,361 ppm,361 ppm
14/04/2022 04:42,432 ppm,359 ppm,361 ppm,360 ppm,357 ppm
14/04/2022 04:44,432 ppm,356 ppm,365 ppm,357 ppm,360 ppm
14/04/2022 04:46,432 ppm,359 ppm,364 ppm,361 ppm,359 ppm
14/04/2022 04:48,432 ppm,359 ppm,368 ppm,359 ppm,364 ppm
14/04/2022 04:50,432 ppm,368 ppm,365 ppm,358 ppm,363 ppm
14/04/2022 04:52,432 ppm,367 ppm,367 ppm,356 ppm,358 ppm
14/04/2022 04:54,432 ppm,358 ppm,364 ppm,366 ppm,361 ppm
14/04/2022 04:56,432 ppm,359 ppm,358 ppm,360 ppm,367 ppm
14/04/2022 04:58,432 ppm,358 ppm,366 ppm,367 ppm,364 ppm
14/04/2022 05:00,432 ppm,361 ppm,366 ppm,359 ppm,363 ppm
14/04/2022 05:02,432 ppm,357 ppm,359 ppm,364 ppm,362 ppm
14/04/2022 05:04,432 ppm,368 ppm,363 ppm,365 ppm,365 ppm
14/04/2022 05:06,432 ppm,357 ppm,367 ppm,366 ppm,364 ppm
14/04/2022 05:08,432 ppm,358 ppm,359 ppm,366 ppm,365 ppm
14/04/2022 05:10,432 ppm,360 ppm,365 ppm,366 ppm,366 ppm
14/04/2022 05:12,432 ppm,359 ppm,362 ppm,365 ppm,364 ppm
14/04/2022 05:14,432 ppm,357 ppm,366 ppm,365 ppm,356 ppm
14/04/2022 05:16,432 ppm,357 ppm,359 ppm,361 ppm,356 ppm
14/04/2022 05:18,432 ppm,359 ppm,359 ppm,359 ppm,363 ppm
14/04/2022 05:20,432 ppm,362 ppm,358 ppm,360 ppm,363 ppm
14/04/2022 05:22,432 ppm,366 ppm,364 ppm,358 ppm,360 ppm
14/04/2022 05:24,432 ppm,365 ppm,363 ppm,367 ppm,366 ppm
14/04/2022 05:26,432 ppm,363 ppm,362 ppm,367 ppm,361 ppm
14/04/2022 05:28,432 ppm,366 ppm,362 ppm,365 ppm,364 ppm
14/04/2022 05:30,432 ppm,361 ppm,366 ppm,367 ppm,361 ppm
14/04/2022 05:32,432 ppm,361 ppm,365 ppm,365 ppm,365 ppm
14/04/2022 05:34,432 ppm,363 ppm,364 ppm,359 ppm,359 ppm
14/04/2022 05:36,432 ppm,361 ppm,364 ppm,359 ppm,358 ppm
14/04/2022 05:38,432 ppm,359 ppm,356 ppm,359 ppm,368 ppm
14/04/2022 05:40,432 ppm,358 ppm,362 ppm,368 ppm,363 ppm
14/04/2022 05:42,432 ppm,357 ppm,365 ppm,365 ppm,364 ppm
14/04/2022 05:44,432 ppm,356 ppm,365 ppm,364 ppm,364 ppm
14/04/2022 05:46,432 ppm,368 ppm,365 ppm,360 ppm,357 ppm
14/04/2022 05:48,432 ppm,366 ppm,359 ppm,359 ppm,358 ppm
14/04/2022 05:50,432 ppm,367 ppm,361 ppm,358 ppm,363 ppm
14/04/2022 05:52,432 ppm,363 ppm,365 ppm,363 ppm,358 ppm
14/04/2022 05:54,432 ppm,365 ppm,359 ppm,366 ppm,363 ppm
14/04/2022 05:56,432 ppm,365 ppm,361 ppm,365 ppm,366 ppm
14/04/2022 05:58,432 ppm,363 ppm,359 ppm,364 ppm,363 ppm
14/04/2022 06:00,432 ppm,366 ppm,366 ppm,359 ppm,365 ppm
14/04/2022 06:02,432 ppm,367 ppm,357 ppm,357 ppm,366 ppm
14/04/2022 06:04,432 ppm,364 ppm,360 ppm,365 ppm,362 ppm
14/04/2022 06:06,432 ppm,364 ppm,358 ppm,367 ppm,386 ppm
14/04/2022 06:08,432 ppm,360 ppm,361 ppm,363 ppm,365 ppm
14/04/2022 06:10,432 ppm,357 ppm,366 ppm,363 ppm,364 ppm
14/04/2022 06:12,432 ppm,365 ppm,363 ppm,362 ppm,358 ppm
14/04/2022 06:14,432 ppm,364 ppm,366 ppm,368 ppm,366 ppm
14/04/2022 06:16,432 ppm,364 ppm,358 ppm,358 ppm,366 ppm
14/04/2022 06:18,432 ppm,363 ppm,377 ppm,359 ppm,360 ppm
14/04/2022 06:20,432 ppm,361 ppm,361 ppm,363 ppm,367 ppm
14/04/2022 06:22,432 ppm,358 ppm,363 ppm,360 ppm,362 ppm
14/04/2022 06:24,432 ppm,364 ppm,365 ppm,364 ppm,359 ppm
14/04/2022 06:26,432 ppm,360 ppm,356 ppm,361 ppm,364 ppm
14/04/2022 06:28,432 ppm,359 ppm,369 ppm,356 ppm,366 ppm
14/04/2022 06:30,432 ppm,363 ppm,365 ppm,366 ppm,364 ppm
14/04/2022 06:32,432 ppm,362 ppm,362 ppm,364 ppm,361 ppm
14/04/2022 06:34,432 ppm,362 ppm,364 ppm,360 ppm,365 ppm
14/04/2022 06:36,432 ppm,363 ppm,362 ppm,366 ppm,361 ppm
14/04/2022 06:38,432 ppm,362 ppm,362 ppm,362 ppm,361 ppm
14/04/2022 06:40,432 ppm,363 ppm,362 ppm,368 ppm,361 ppm
14/04/2022 06:42,432 ppm,360 ppm,356 ppm,358 ppm,362 ppm
14/04/2022 06:44,432 ppm,363 ppm,371 ppm,366 ppm,363 ppm
14/04/2022 06:46,432 ppm,364 ppm,370 ppm,363 ppm,364 ppm
14/04/2022 06:48,432 ppm,360 ppm,366 ppm,360 ppm,365 ppm
14/04/2022 06:50,432 ppm,357 ppm,362 ppm,359 ppm,367 ppm
14/04/2022 06:52,432 ppm,359 ppm,365 ppm,364 ppm,360 ppm
14/04/2022 06:54,432 ppm,356 ppm,366 ppm,366 ppm,363 ppm
14/04/2022 06:56,432 ppm,358 ppm,362 ppm,363 ppm,363 ppm
14/04/2022 06:58,432 ppm,363 ppm,377 ppm,364 ppm,360 ppm
14/04/2022 07:00,432 ppm,363 ppm,364 ppm,358 ppm,365 ppm
14/04/2022 07:02,432 ppm,364 ppm,364 ppm,356 ppm,366 ppm
14/04/2022 07:04,432 ppm,363 ppm,365 ppm,365 ppm,365 ppm
14/04/2022 07:06,432 ppm,361 ppm,362 ppm,365 ppm,361 ppm
14/04/2022 07:08,432 ppm,363 ppm,374 ppm,367 ppm,414 ppm
14/04/2022 07:10,432 ppm,368 ppm,373 ppm,363 ppm,423 ppm
14/04/2022 07:12,432 ppm,359 ppm,367 ppm,359 ppm,364 ppm
14/04/2022 07:14,432 ppm,366 ppm,359 ppm,360 ppm,361 ppm
14/04/2022 07:16,432 ppm,359 ppm,370 ppm,366 ppm,368 ppm
14/04/2022 07:18,432 ppm,362 ppm,403 ppm,366 ppm,360 ppm
14/04/2022 07:20,432 ppm,366 ppm,367 ppm,362 ppm,366 ppm
14/04/2022 07:22,432 ppm,366 ppm,395 ppm,363 ppm,361 ppm
14/04/2022 07:24,432 ppm,367 ppm,366 ppm,364 ppm,362 ppm
14/04/2022 07:26,432 ppm,361 ppm,364 ppm,365 ppm,362 ppm
14/04/2022 07:28,432 ppm,362 ppm,360 ppm,359 ppm,359 ppm
14/04/2022 07:30,432 ppm,363 ppm,362 ppm,359 ppm,366 ppm
14/04/2022 07:32,432 ppm,359 ppm,363 ppm,364 ppm,374 ppm
14/04/2022 07:34,432 ppm,364 ppm,372 ppm,362 ppm,368 ppm
14/04/2022 07:36,432 ppm,359 ppm,376 ppm,365 ppm,365 ppm
14/04/2022 07:38,4 ppm,359 ppm,363 ppm,361 ppm,363 ppm
14/04/2022 07:40,361 ppm,360 ppm,372 ppm,360 ppm,356 ppm
14/04/2022 07:42,367 ppm,360 ppm,382 ppm,358 ppm,358 ppm
14/04/2022 07:44,361 ppm,360 ppm,362 ppm,360 ppm,362 ppm
14/04/2022 07:46,359 ppm,361 ppm,364 ppm,360 ppm,366 ppm
14/04/2022 07:48,365 ppm,360 ppm,370 ppm,358 ppm,366 ppm
14/04/2022 07:50,365 ppm,365 ppm,361 ppm,367 ppm,360 ppm
14/04/2022 07:52,358 ppm,359 ppm,365 ppm,365 ppm,357 ppm
14/04/2022 07:54,360 ppm,363 ppm,364 ppm,365 ppm,362 ppm
14/04/2022 07:56,359 ppm,362 ppm,382 ppm,361 ppm,363 ppm
14/04/2022 07:58,359 ppm,365 ppm,380 ppm,359 ppm,364 ppm
14/04/2022 08:00,360 ppm,368 ppm,376 ppm,360 ppm,358 ppm
14/04/2022 08:02,356 ppm,367 ppm,380 ppm,360 ppm,359 ppm
14/04/2022 08:04,362 ppm,357 ppm,379 ppm,362 ppm,376 ppm
14/04/2022 08:06,365 ppm,380 ppm,366 ppm,361 ppm,363 ppm
14/04/2022 08:08,359 ppm,366 ppm,366 ppm,361 ppm,357 ppm
14/04/2022 08:10,359 ppm,367 ppm,364 ppm,360 ppm,362 ppm
14/04/2022 08:12,359 ppm,367 ppm,364 ppm,357 ppm,364 ppm
14/04/2022 08:14,366 ppm,367 ppm,363 ppm,358 ppm,362 ppm
